,0,1,2,3,4,5,6,7
54,5, R2_013,41, 10:58:58,42, s5, 20161103-000008_04_S41,5
55,5, R2_013,42, 11:17:47,54, s5, 20161103-000008_04_S42,5
56,5, R2_013,43, 11:31:57,55, s5, 20161103-000008_04_S43,5
57,5, R2_013,44, 11:37:13,50, s5, 20161103-000008_04_S44,5
58,5, R2_013,45, 11:41:29,56, s5, 20161103-000008_04_S45,5
59,5, R2_013,46, 11:44:06,50, s4, 20161103-000008_04_S46,4
60,5, R2_013,47, 11:59:34,57, s5, 20161103-000008_04_S47,5
61,5, R2_013,48, 12:02:08,63, s5, 20161103-000008_04_S48,5
62,5, R2_013,49, 12:15:26,60, s5, 20161103-000008_04_S49,5
63,5, R2_013,50, 12:29:48,62, s5, 20161103-000008_04_S50,5
64,5, R2_013,51, 12:32:03,50, s5, 20161103-000008_04_S51,5
65,5, R2_013,52, 12:39:05,47, s5, 20161103-000008_04_S52,5
66,5, R2_013,53, 12:48:00,57, s5, 20161103-000008_04_S53,5
67,5, R2_013,54, 12:50:18,51, s5, 20161103-000008_04_S54,5
68,5, R2_013,55, 12:53:24,44, s5, 20161103-000008_04_S55,5
69,5, R2_013,56, 12:57:01,43, s5, 20161103-000008_04_S56,5
70,5, R2_013,57, 13:08:57,65, s5, 20161103-000008_04_S57,5
71,5, R2_013,58, 13:29:52,49, s5, 20161103-000008_04_S58,5
72,5, R2_013,59, 13:32:05,45, s5, 20161103-000008_04_S59,5
73,5, R2_013,60, 13:42:36,54, s5, 20161103-000008_04_S60,5
74,5, R2_013,61, 13:45:03,48, s5, 20161103-000008_04_S61,5
75,5, R2_013,62, 13:47:49,44, s5, 20161103-000008_04_S62,5
76,5, R2_013,63, 13:50:38,61, s5, 20161103-000008_04_S63,5
77,5, R2_013,64, 13:53:29,41, s5, 20161103-000008_04_S64,5
78,5, R2_013,65, 13:56:17,45, s5, 20161103-000008_04_S65,5
79,5, R2_013,66, 14:00:09,70, s5, 20161103-000008_04_S66,5
80,5, R2_013,67, 14:02:47,55, s5, 20161103-000008_04_S67,5
81,5, R2_013,68, 14:08:59,69, s5, 20161103-000008_04_S68,5
82,5, R2_013,69, 14:11:54,69, s5, 20161103-000008_04_S69,5
83,5, R2_013,70, 14:14:17,63, s5, 20161103-000008_04_S70,5
84,5, R2_013,71, 14:17:46,69, s5, 20161103-000008_04_S71,5
85,2, R2_032,2, 16:12:37,45, s5, 20161103-000008_01_S2,5
86,2, R2_032,3, 18:18:54,51, s5, 20161103-000008_01_S3,5
87,2, R2_032,4, 18:49:06,44, s5, 20161103-000008_01_S4,5
88,2, R2_032,5, 19:15:35,33, s5, 20161103-000008_01_S5,5
0,3, R2_038,1, 00:42:53,95, Nonconvulsive, 20161103-120013_02_S1,0
1,3, R2_038,2, 02:33:57,106, s4, 20161103-120013_02_S2,4
2,5, R2_037,1, 04:30:03,42, s4, 20161103-120013_04_S1,4
3,5, R2_037,2, 04:43:21,43, s4, 20161103-120013_04_S2,4
4,5, R2_037,3, 05:03:40,42, s5, 20161103-120013_04_S3,5
5,5, R2_037,4, 05:21:16,57, s5, 20161103-120013_04_S4,5
6,7, R2_001,1, 05:25:18,47, s5, 20161103-120013_06_S1,5
7,7, R2_001,2, 05:29:38,54, s1, 20161103-120013_06_S2,1
8,7, R2_001,3, 05:40:32,43, s5, 20161103-120013_06_S3,5
9,5, R2_037,5, 05:55:24,38, s5, 20161103-120013_04_S5,5
10,3, R2_038,3, 06:58:57,90, s1, 20161103-120013_02_S3,1
11,11, R2_002,1, 07:20:53,43, s5, 20161103-120013_10_S1,5
12,3, R2_038,4, 09:38:50,91, s1, 20161103-120013_02_S4,1
13,12, R2_007,1, 09:58:33,40, s5, 20161103-120013_11_S1,5
14,5, R2_037,6, 11:50:22,35, s4, 20161103-120013_04_S6,4
0,7, R2_001,1, 02:37:10,50, s5, 20161104-000010_06_S1,5
1,7, R2_001,2, 02:47:13,49, s5, 20161104-000010_06_S2,5
2,3, R2_038,1, 10:02:59,55, s5, 20161104-000010_02_S1,5
3,3, R2_038,2, 10:19:43,51, s4, 20161104-000010_02_S2,4
4,8, R2_012,1, 11:57:42,52, s5, 20161104-000010_07_S1,5
0,1, R2_042,1, 00:39:21,42, s5, 20161104-133927_00_S1,5
1,11, R2_028,1, 00:43:12,42, s4, 20161104-133927_10_S1,4
2,1, R2_042,2, 02:13:13,41, s5, 20161104-133927_00_S2,5
3,1, R2_042,3, 03:51:04,47, s5, 20161104-133927_00_S3,5
4,1, R2_042,4, 05:45:01,44, s5, 20161104-133927_00_S4,5
0,3, R2_038,1, 00:48:38,41, s4, 20161104-134307_02_S1,4
1,1, R2_021,1, 01:24:41,36, s1, 20161104-134307_00_S1,1
2,1, R2_021,2, 01:32:26,50, s5, 20161104-134307_00_S2,5
3,3, R2_038,2, 03:01:39,47, s4, 20161104-134307_02_S2,4
4,2, R2_015,1, 03:02:46,36, s4, 20161104-134307_01_S1,4
5,3, R2_038,3, 03:34:45,53, s4, 20161104-134307_02_S3,4
6,11, R2_002,1, 03:41:20,36, s5, 20161104-134307_10_S1,5
7,9, R2_014,1, 04:18:00,90, s1, 20161104-134307_08_S1,1
8,2, R2_015,2, 04:19:05,36, s4, 20161104-134307_01_S2,4
9,9, R2_014,2, 04:25:22,44, s5, 20161104-134307_08_S2,5
10,9, R2_014,3, 04:37:42,36, s5, 20161104-134307_08_S3,5
11,9, R2_014,4, 04:46:06,49, s5, 20161104-134307_08_S4,5
12,9, R2_014,5, 04:51:52,27, s4, 20161104-134307_08_S5,4
13,8, R2_012,1, 04:55:35,35, s5, 20161104-134307_07_S1,5
14,9, R2_014,6, 05:07:47,49, s5, 20161104-134307_08_S6,5
15,2, R2_015,3, 05:11:34,49, s5, 20161104-134307_01_S3,5
16,2, R2_015,4, 05:30:44,48, s4, 20161104-134307_01_S4,4
17,2, R2_015,5, 05:46:00,28, s4, 20161104-134307_01_S5,4
18,3, R2_038,5, 05:48:30,56, s4, 20161104-134307_02_S5,4
19,8, R2_012,2, 05:55:10,47, s5, 20161104-134307_07_S2,5
20,2, R2_015,6, 06:40:08,32, s4, 20161104-134307_01_S6,4
21,12, R2_007,1, 06:42:42,34, s5, 20161104-134307_11_S1,5
22,3, R2_038,6, 07:37:49,42, s4, 20161104-134307_02_S6,4
23,11, R2_002,2, 09:46:02,25, s5, 20161104-134307_10_S2,5
24,3, R2_038,7, 09:48:58,60, s5, 20161104-134307_02_S7,5
0,1, R2_042,1, 00:08:36,65, s5, 20161105-000015_00_S1,5
1,5, R2_003,1, 04:34:55,36, Nonconvulsive, 20161105-000015_04_S1,0
2,5, R2_003,2, 05:14:26,48, Nonconvulsive, 20161105-000015_04_S2,0
3,9, R2_026,1, 06:16:13,56, s4, 20161105-000015_08_S1,4
4,1, R2_042,2, 11:54:51,55, s5, 20161105-000015_00_S2,5
5,1, R2_042,3, 13:18:17,37, s5, 20161105-000015_00_S3,5
6,12, R2_018,1, 15:58:27,69, s4, 20161105-000015_11_S1,4
7,5, R2_003,3, 16:06:10,36, s3, 20161105-000015_04_S3,3
8,12, R2_018,2, 16:07:48,59, s4, 20161105-000015_11_S2,4
9,12, R2_018,3, 16:16:35,57, s4, 20161105-000015_11_S3,4
10,9, R2_026,2, 21:20:12,48, s5, 20161105-000015_08_S2,5
0,2, R2_015,1, 02:52:50,27, s5, 20161105-000017_01_S1,5
1,2, R2_015,2, 04:05:51,34, s5, 20161105-000017_01_S2,5
2,2, R2_015,3, 04:51:42,35, s4, 20161105-000017_01_S3,4
3,2, R2_015,4, 05:28:23,39, s5, 20161105-000017_01_S4,5
4,2, R2_015,5, 05:56:59,25, s5, 20161105-000017_01_S5,5
5,2, R2_015,6, 06:18:22,26, s5, 20161105-000017_01_S6,5
6,3, R2_038,1, 06:27:50,49, s4, 20161105-000017_02_S1,4
7,2, R2_015,7, 06:34:15,37, s4, 20161105-000017_01_S7,4
8,2, R2_015,8, 06:49:32,30, s5, 20161105-000017_01_S8,5
9,2, R2_015,9, 06:59:19,29, s5, 20161105-000017_01_S9,5
10,3, R2_038,2, 07:49:06,44, s4, 20161105-000017_02_S2,4
11,3, R2_038,3, 09:09:27,48, s4, 20161105-000017_02_S3,4
12,2, R2_015,10, 09:43:01,40, s5, 20161105-000017_01_S10,5
13,3, R2_038,4, 09:44:40,36, s5, 20161105-000017_02_S4,5
14,1, R2_021,1, 10:07:42,44, s5, 20161105-000017_00_S1,5
15,1, R2_021,2, 10:18:31,57, s4, 20161105-000017_00_S2,4
16,3, R2_038,5, 10:24:58,56, s4, 20161105-000017_02_S5,4
17,1, R2_021,3, 10:51:15,42, s4, 20161105-000017_00_S3,4
18,3, R2_038,6, 11:04:14,58, s4, 20161105-000017_02_S6,4
19,1, R2_021,4, 11:24:21,49, s5, 20161105-000017_00_S4,5
20,3, R2_038,7, 11:27:38,50, s4, 20161105-000017_02_S7,4
21,2, R2_015,11, 11:43:21,44, s5, 20161105-000017_01_S11,5
22,1, R2_021,5, 11:51:06,37, s5, 20161105-000017_00_S5,5
0,2, R2_015,1, 00:02:14,58, s5, 20161105-120012_01_S1,5
1,8, R2_012,1, 00:02:34,73, s5, 20161105-120012_07_S1,5
2,1, R2_021,1, 00:03:50,52, s5, 20161105-120012_00_S1,5
3,9, R2_014,1, 00:11:19,79, s4, 20161105-120012_08_S1,4
4,3, R2_038,1, 00:12:11,58, s4, 20161105-120012_02_S1,4
5,2, R2_015,2, 00:16:38,54, s4, 20161105-120012_01_S2,4
6,2, R2_015,3, 00:30:07,49, s5, 20161105-120012_01_S3,5
7,3, R2_038,2, 00:32:28,47, s4, 20161105-120012_02_S2,4
8,2, R2_015,4, 00:54:17,48, s5, 20161105-120012_01_S4,5
9,2, R2_015,5, 01:07:34,61, s4, 20161105-120012_01_S5,4
10,1, R2_021,2, 01:13:45,50, s5, 20161105-120012_00_S2,5
11,2, R2_015,6, 01:21:26,50, s5, 20161105-120012_01_S6,5
12,3, R2_038,3, 01:29:36,51, s4, 20161105-120012_02_S3,4
13,2, R2_015,7, 01:47:22,47, s4, 20161105-120012_01_S7,4
14,2, R2_015,8, 01:56:57,45, s5, 20161105-120012_01_S8,5
15,3, R2_038,4, 03:16:26,45, s4, 20161105-120012_02_S4,4
16,3, R2_038,5, 03:37:51,48, s4, 20161105-120012_02_S5,4
17,2, R2_015,9, 03:52:46,42, s5, 20161105-120012_01_S9,5
18,3, R2_038,6, 04:13:54,52, s4, 20161105-120012_02_S6,4
19,9, R2_014,2, 04:40:22,43, s5, 20161105-120012_08_S2,5
20,8, R2_012,2, 04:44:36,40, s5, 20161105-120012_07_S2,5
21,2, R2_015,10, 06:44:09,55, s4, 20161105-120012_01_S10,4
22,2, R2_015,11, 07:48:51,61, s4, 20161105-120012_01_S11,4
23,2, R2_015,12, 08:05:32,61, s5, 20161105-120012_01_S12,5
24,6, R2_004,1, 08:06:42,79, s4, 20161105-120012_05_S1,4
25,3, R2_038,7, 08:31:03,45, s4, 20161105-120012_02_S7,4
26,2, R2_015,13, 08:51:40,45, s4, 20161105-120012_01_S13,4
27,3, R2_038,8, 09:09:50,65, s4, 20161105-120012_02_S8,4
28,8, R2_012,3, 09:17:02,46, s5, 20161105-120012_07_S3,5
29,2, R2_015,14, 09:21:35,52, s4, 20161105-120012_01_S14,4
30,9, R2_014,3, 09:31:59,43, s4, 20161105-120012_08_S3,4
31,2, R2_015,15, 09:34:27,56, s4, 20161105-120012_01_S15,4
32,2, R2_015,16, 09:36:32,44, s5, 20161105-120012_01_S16,5
33,2, R2_015,17, 09:48:18,47, s5, 20161105-120012_01_S17,5
34,3, R2_038,9, 09:50:57,63, s4, 20161105-120012_02_S9,4
35,2, R2_015,18, 09:56:22,38, s4, 20161105-120012_01_S18,4
36,2, R2_015,19, 10:02:30,53, s5, 20161105-120012_01_S19,5
37,2, R2_015,20, 10:11:06,48, s5, 20161105-120012_01_S20,5
38,2, R2_015,21, 10:20:22,53, s5, 20161105-120012_01_S21,5
39,3, R2_038,10, 10:39:57,59, s4, 20161105-120012_02_S10,4
40,3, R2_038,11, 11:27:25,47, s4, 20161105-120012_02_S11,4
41,2, R2_015,22, 11:28:34,51, s5, 20161105-120012_01_S22,5
42,3, R2_038,12, 11:56:17,42, s4, 20161105-120012_02_S12,4
0,3, R2_038,1, 00:27:31,55, s4, 20161106-000008_02_S1,4
1,2, R2_015,1, 00:54:02,40, s5, 20161106-000008_01_S1,5
2,3, R2_038,2, 01:19:27,58, s4, 20161106-000008_02_S2,4
3,2, R2_015,2, 06:18:07,33, s4, 20161106-000008_01_S2,4
4,3, R2_038,3, 06:33:52,43, s2, 20161106-000008_02_S3,2
5,3, R2_038,4, 07:08:36,55, s4, 20161106-000008_02_S4,4
6,2, R2_015,3, 07:34:05,37, s5, 20161106-000008_01_S3,5
7,3, R2_038,5, 08:16:10,50, s4, 20161106-000008_02_S5,4
8,2, R2_015,4, 08:40:25,38, s5, 20161106-000008_01_S4,5
9,2, R2_015,5, 09:25:50,46, s5, 20161106-000008_01_S5,5
10,2, R2_015,6, 09:51:38,45, s5, 20161106-000008_01_S6,5
11,2, R2_015,7, 10:09:20,39, s5, 20161106-000008_01_S7,5
12,3, R2_038,6, 10:14:15,50, s4, 20161106-000008_02_S6,4
13,2, R2_015,8, 10:25:34,46, s5, 20161106-000008_01_S8,5
0,1, R2_042,1, 07:53:10,35, s5, 20161106-000012_00_S1,5
1,1, R2_042,2, 08:59:10,33, s5, 20161106-000012_00_S2,5
2,5, R2_003,1, 09:36:06,33, s3, 20161106-000012_04_S1,3
3,5, R2_003,2, 10:41:53,28, s1, 20161106-000012_04_S2,1
4,1, R2_042,3, 13:24:25,47, s5, 20161106-000012_00_S3,5
5,9, R2_026,1, 22:28:27,36, s4, 20161106-000012_08_S1,4
6,9, R2_026,2, 22:40:32,52, s5, 20161106-000012_08_S2,5
7,9, R2_026,3, 23:10:04,36, s5, 20161106-000012_08_S3,5
0,3, R2_038,1, 09:08:25,45, s2, 20161106-120014_02_S1,2
1,3, R2_038,2, 11:15:59,57, s4, 20161106-120014_02_S2,4
0,3, R2_038,1, 00:18:19,55, s4, 20161121-000012_02_S1,4
1,8, R2_012,1, 01:54:25,59, s5, 20161121-000012_07_S1,5
2,3, R2_038,2, 01:59:51,51, s5, 20161121-000012_02_S2,5
3,3, R2_038,3, 02:41:04,41, s4, 20161121-000012_02_S3,4
4,3, R2_038,4, 03:05:47,47, s4, 20161121-000012_02_S4,4
5,3, R2_038,5, 04:27:44,50, s4, 20161121-000012_02_S5,4
6,3, R2_038,6, 04:58:20,41, s5, 20161121-000012_02_S6,5
7,3, R2_038,7, 05:18:28,50, s4, 20161121-000012_02_S7,4
8,3, R2_038,8, 05:35:02,49, s4, 20161121-000012_02_S8,4
9,3, R2_038,9, 05:54:27,41, s4, 20161121-000012_02_S9,4
10,3, R2_038,10, 06:10:27,65, s5, 20161121-000012_02_S10,5
11,3, R2_038,11, 06:24:57,47, s4, 20161121-000012_02_S11,4
12,3, R2_038,12, 06:42:24,46, s4, 20161121-000012_02_S12,4
13,3, R2_038,13, 07:06:42,48, s4, 20161121-000012_02_S13,4
14,3, R2_038,14, 07:17:31,58, s4, 20161121-000012_02_S14,4
15,3, R2_038,15, 07:30:57,37, s4, 20161121-000012_02_S15,4
16,3, R2_038,16, 07:45:04,55, s4, 20161121-000012_02_S16,4
17,3, R2_038,17, 07:49:56,65, s4, 20161121-000012_02_S17,4
18,3, R2_038,18, 07:55:31,61, s4, 20161121-000012_02_S18,4
19,3, R2_038,19, 07:59:40,67, s4, 20161121-000012_02_S19,4
20,3, R2_038,20, 08:06:11,73, s4, 20161121-000012_02_S20,4
21,3, R2_038,21, 08:09:08,68, s5, 20161121-000012_02_S21,5
22,3, R2_038,22, 08:12:32,68, s4, 20161121-000012_02_S22,4
23,3, R2_038,23, 08:17:57,61, s4, 20161121-000012_02_S23,4
24,3, R2_038,24, 08:21:39,64, s4, 20161121-000012_02_S24,4
25,3, R2_038,25, 08:24:39,58, s2, 20161121-000012_02_S25,2
26,6, R2_004,1, 08:48:29,39, s5, 20161121-000012_05_S1,5
27,3, R2_038,26, 10:18:53,45, s4, 20161121-000012_02_S26,4
28,3, R2_038,28, 10:40:53,61, s5, 20161121-000012_02_S28,5
29,3, R2_038,29, 10:53:32,39, s3, 20161121-000012_02_S29,3
30,3, R2_038,30, 11:47:52,50, s4, 20161121-000012_02_S30,4
31,3, R2_038,31, 11:58:35,51, s4, 20161121-000012_02_S31,4
0,3, R2_038,1, 00:08:40,44, s4, 20161121-120010_02_S1,4
1,3, R2_038,2, 00:22:15,53, s4, 20161121-120010_02_S2,4
2,3, R2_038,3, 00:29:52,65, s5, 20161121-120010_02_S3,5
3,3, R2_038,4, 00:41:02,75, s5, 20161121-120010_02_S4,5
4,3, R2_038,5, 00:48:32,75, s5, 20161121-120010_02_S5,5
5,3, R2_038,6, 00:54:02,79, s5, 20161121-120010_02_S6,5
6,3, R2_038,7, 00:59:30,68, s4, 20161121-120010_02_S7,4
7,3, R2_038,8, 01:05:35,74, s4, 20161121-120010_02_S8,4
8,3, R2_038,9, 01:11:54,73, s4, 20161121-120010_02_S9,4
9,3, R2_038,10, 01:16:18,71, s4, 20161121-120010_02_S10,4
10,3, R2_038,11, 01:20:41,59, s4, 20161121-120010_02_S11,4
11,3, R2_038,12, 01:26:07,81, s5, 20161121-120010_02_S12,5
12,3, R2_038,13, 01:30:16,63, s4, 20161121-120010_02_S13,4
13,3, R2_038,14, 01:34:03,63, s5, 20161121-120010_02_S14,5
14,3, R2_038,15, 01:38:20,57, s4, 20161121-120010_02_S15,4
15,3, R2_038,16, 01:41:10,59, s4, 20161121-120010_02_S16,4
16,3, R2_038,17, 01:44:06,49, s4, 20161121-120010_02_S17,4
17,3, R2_038,18, 01:50:48,57, s4, 20161121-120010_02_S18,4
18,3, R2_038,19, 01:53:43,61, s4, 20161121-120010_02_S19,4
19,3, R2_038,20, 01:56:26,46, s3, 20161121-120010_02_S20,3
20,3, R2_038,21, 02:02:08,73, s4, 20161121-120010_02_S21,4
21,3, R2_038,22, 02:16:33,67, s5, 20161121-120010_02_S22,5
22,3, R2_038,23, 02:23:56,70, s5, 20161121-120010_02_S23,5
23,3, R2_038,24, 02:28:43,74, s4, 20161121-120010_02_S24,4
24,3, R2_038,25, 02:36:25,58, s5, 20161121-120010_02_S25,5
25,3, R2_038,26, 02:39:20,52, s4, 20161121-120010_02_S26,4
26,3, R2_038,27, 02:42:23,63, s4, 20161121-120010_02_S27,4
27,3, R2_038,28, 02:45:26,50, s4, 20161121-120010_02_S28,4
28,3, R2_038,29, 02:53:06,62, s5, 20161121-120010_02_S29,5
29,3, R2_038,30, 02:56:02,53, s4, 20161121-120010_02_S30,4
30,3, R2_038,31, 03:05:41,55, s4, 20161121-120010_02_S31,4
31,3, R2_038,32, 03:10:55,60, s4, 20161121-120010_02_S32,4
32,3, R2_038,33, 03:34:16,41, s4, 20161121-120010_02_S33,4
33,6, R2_004,1, 09:47:14,46, s4, 20161121-120010_05_S1,4
0,11, R2_028,1, 00:22:38,66, s4, 20161122-000010_10_S1,4
1,11, R2_028,2, 00:42:02,48, s4, 20161122-000010_10_S2,4
2,11, R2_028,3, 00:49:09,51, s4, 20161122-000010_10_S3,4
3,3, R2_009,1, 00:56:00,34, s4, 20161122-000010_02_S1,4
4,3, R2_009,2, 02:15:47,47, s5, 20161122-000010_02_S2,5
5,3, R2_009,3, 02:23:15,46, s4, 20161122-000010_02_S3,4
6,2, R2_032,1, 04:10:24,51, s5, 20161122-000010_01_S1,5
7,11, R2_028,4, 05:07:36,54, s4, 20161122-000010_10_S4,4
8,11, R2_028,5, 05:42:13,59, s5, 20161122-000010_10_S5,5
9,11, R2_028,6, 06:31:12,56, s5, 20161122-000010_10_S6,5
10,11, R2_028,7, 07:34:04,69, s5, 20161122-000010_10_S7,5
11,11, R2_028,8, 08:10:16,59, s4, 20161122-000010_10_S8,4
12,11, R2_028,9, 08:38:49,53, s5, 20161122-000010_10_S9,5
13,11, R2_028,10, 08:42:58,46, s5, 20161122-000010_10_S10,5
14,3, R2_009,4, 09:26:45,30, s4, 20161122-000010_02_S4,4
15,11, R2_028,11, 10:45:27,51, s5, 20161122-000010_10_S11,5
16,3, R2_009,5, 11:40:31,29, s4, 20161122-000010_02_S5,4
17,3, R2_009,6, 12:39:46,40, s4, 20161122-000010_02_S6,4
18,3, R2_009,7, 14:20:00,32, s4, 20161122-000010_02_S7,4
19,11, R2_028,12, 18:44:51,57, s4, 20161122-000010_10_S12,4
20,11, R2_028,13, 20:14:26,67, s4, 20161122-000010_10_S13,4
0,3, R2_038,1, 00:00:30,63, s3, 20161122-120014_02_S1,3
0,9, R2_014,1, 06:05:32,69, Nonconvulsive, 20161122-121541_08_S1,0
1,9, R2_014,2, 06:12:13,70, s5, 20161122-121541_08_S2,5
2,9, R2_014,3, 06:54:33,43, s5, 20161122-121541_08_S3,5
0,3, R2_009,1, 00:39:12,54, s5, 20161123-000008_02_S1,5
0,1, R2_021,1, 03:08:23,48, s5, 20161123-000012_00_S1,5
1,9, R2_014,1, 03:58:49,43, s4, 20161123-000012_08_S1,4
2,6, R2_004,1, 04:18:35,50, s4, 20161123-000012_05_S1,4
0,1, R2_021,1, 08:30:09,53, s4, 20161123-120009_00_S1,4
1,12, R2_007,1, 10:49:29,47, s5, 20161123-120009_11_S1,5
0,1, R2_042,1, 08:35:37,44, s5, 20161124-000016_00_S1,5
1,5, R2_003,1, 08:52:53,45, s5, 20161124-000016_04_S1,5
2,1, R2_042,2, 09:48:34,62, s5, 20161124-000016_00_S2,5
3,1, R2_042,3, 11:33:36,52, s5, 20161124-000016_00_S3,5
4,1, R2_042,4, 17:40:19,52, s5, 20161124-000016_00_S4,5
5,1, R2_042,5, 17:54:51,34, s4, 20161124-000016_00_S5,4
6,5, R2_003,2, 18:01:33,27, s2, 20161124-000016_04_S2,2
7,1, R2_042,6, 18:06:15,55, s5, 20161124-000016_00_S6,5
8,1, R2_042,7, 18:20:18,54, s5, 20161124-000016_00_S7,5
0,12, R2_007,1, 03:10:01,51, s5, 20161124-120013_11_S1,5
0,12, R2_007,1, 01:37:50,50, s5, 20161125-000010_11_S1,5
0,6, R2_004,1, 08:14:30,65, s4, 20161125-120007_05_S1,4
1,11, R2_002,1, 09:45:00,44, s5, 20161125-120007_10_S1,5
0,8, R2_037,1, 04:11:08,44, s5, 20161126-000012_07_S1,5
1,8, R2_037,2, 13:48:54,60, s4, 20161126-000012_07_S2,4
2,8, R2_037,3, 14:23:59,50, s4, 20161126-000012_07_S3,4
3,11, R2_028,1, 16:32:21,63, Nonconvulsive, 20161126-000012_10_S1,0
4,9, R2_026,1, 20:47:32,42, s5, 20161126-000012_08_S1,5
5,9, R2_026,2, 20:58:16,35, s5, 20161126-000012_08_S2,5
6,9, R2_026,3, 21:20:10,49, s4, 20161126-000012_08_S3,4
7,8, R2_037,5, 23:09:17,34, s5, 20161126-000012_07_S5,5
8,8, R2_037,6, 23:25:31,39, s5, 20161126-000012_07_S6,5
9,8, R2_037,7, 23:42:22,48, s4, 20161126-000012_07_S7,4
0,7, R2_001,1, 09:24:00,60, s4, 20161126-120011_06_S1,4
1,7, R2_001,2, 09:26:28,48, s4, 20161126-120011_06_S2,4
2,7, R2_001,3, 09:36:41,47, s4, 20161126-120011_06_S3,4
0,7, R2_001,1, 08:45:45,44, s4, 20161127-000008_06_S1,4
0,8, R2_037,1, 00:31:01,39, s4, 20161127-000010_07_S1,4
1,8, R2_037,2, 00:46:30,47, s4, 20161127-000010_07_S2,4
2,8, R2_037,3, 00:59:02,41, s4, 20161127-000010_07_S3,4
3,8, R2_037,4, 05:44:29,50, s4, 20161127-000010_07_S4,4
4,8, R2_037,5, 06:06:36,48, s4, 20161127-000010_07_S5,4
5,8, R2_037,6, 06:30:21,53, s4, 20161127-000010_07_S6,4
6,8, R2_037,7, 06:46:39,47, s4, 20161127-000010_07_S7,4
7,8, R2_037,8, 07:00:49,50, s4, 20161127-000010_07_S8,4
8,8, R2_037,9, 07:18:48,51, s4, 20161127-000010_07_S9,4
9,8, R2_037,10, 07:32:50,52, s4, 20161127-000010_07_S10,4
10,8, R2_037,11, 07:47:52,42, s4, 20161127-000010_07_S11,4
11,8, R2_037,12, 08:01:48,57, s4, 20161127-000010_07_S12,4
12,8, R2_037,13, 08:19:11,48, s4, 20161127-000010_07_S13,4
13,8, R2_037,14, 08:29:28,49, s4, 20161127-000010_07_S14,4
14,8, R2_037,15, 14:03:29,54, s5, 20161127-000010_07_S15,5
15,8, R2_037,16, 14:25:06,47, s5, 20161127-000010_07_S16,5
16,8, R2_037,17, 14:37:22,47, s5, 20161127-000010_07_S17,5
17,12, R2_018,1, 14:54:00,49, s2, 20161127-000010_11_S1,2
18,8, R2_037,18, 14:55:37,49, s4, 20161127-000010_07_S18,4
19,8, R2_037,19, 15:15:56,56, s4, 20161127-000010_07_S19,4
20,8, R2_037,20, 15:31:29,49, s4, 20161127-000010_07_S20,4
21,8, R2_037,21, 15:46:32,48, s4, 20161127-000010_07_S21,4
22,8, R2_037,22, 16:06:36,35, s4, 20161127-000010_07_S22,4
0,7, R2_001,1, 02:00:24,55, s5, 20161127-120015_06_S1,5
1,11, R2_002,1, 07:33:40,45, s5, 20161127-120015_10_S1,5
2,9, R2_014,1, 10:05:35,55, s5, 20161127-120015_08_S1,5
3,9, R2_014,2, 10:27:08,47, s4, 20161127-120015_08_S2,4
0,2, JH1_58,1, 00:31:06,49, s4, 20170320-000007_01_S1,4
1,11, JH1_60,1, 01:10:17,50, s4, 20170320-000007_10_S1,4
2,3, JH1_09,1, 02:23:05,57, s4, 20170320-000007_02_S1,4
3,3, JH1_09,2, 02:26:35,46, s4, 20170320-000007_02_S2,4
4,2, JH1_58,2, 02:46:47,58, s4, 20170320-000007_01_S2,4
5,2, JH1_58,3, 02:49:13,59, s4, 20170320-000007_01_S3,4
6,2, JH1_58,4, 02:52:18,45, s4, 20170320-000007_01_S4,4
7,2, JH1_58,5, 02:55:49,48, s4, 20170320-000007_01_S5,4
8,2, JH1_58,6, 02:58:01,44, s4, 20170320-000007_01_S6,4
9,2, JH1_58,7, 03:00:17,55, s5, 20170320-000007_01_S7,5
10,11, JH1_60,2, 05:10:35,39, s5, 20170320-000007_10_S2,5
11,11, JH1_60,3, 05:51:27,43, s4, 20170320-000007_10_S3,4
12,11, JH1_60,4, 06:48:40,41, s5, 20170320-000007_10_S4,5
13,11, JH1_60,5, 08:27:39,38, s4, 20170320-000007_10_S5,4
14,2, JH1_58,8, 08:46:38,53, s5, 20170320-000007_01_S8,5
15,4, JH1_47,1, 09:28:11,55, s5, 20170320-000007_03_S1,5
16,11, JH1_60,6, 09:31:07,57, s5, 20170320-000007_10_S6,5
17,3, JH1_09,3, 09:46:28,46, s5, 20170320-000007_02_S3,5
18,4, JH1_47,2, 10:02:26,44, s4, 20170320-000007_03_S2,4
19,4, JH1_47,3, 10:19:55,45, s4, 20170320-000007_03_S3,4
20,4, JH1_47,4, 11:05:54,70, s5, 20170320-000007_03_S4,5
21,4, JH1_47,5, 11:12:37,59, s4, 20170320-000007_03_S5,4
22,12, JH1_63,1, 11:30:22,112, s1, 20170320-000007_11_S1,1
23,4, JH1_47,6, 11:41:52,51, s5, 20170320-000007_03_S6,5
24,4, JH1_47,7, 12:53:05,41, s5, 20170320-000007_03_S7,5
25,2, JH1_58,9, 13:56:31,55, s4, 20170320-000007_01_S9,4
26,2, JH1_58,10, 15:25:49,58, s5, 20170320-000007_01_S10,5
27,2, JH1_58,11, 17:11:33,70, s4, 20170320-000007_01_S11,4
28,2, JH1_58,12, 18:16:06,76, s4, 20170320-000007_01_S12,4
